csvid,text,label,cleaned_text,text_length,cleaned_word_count,tokens,filtered_text,stopwords_removed,filtered_word_count,tokens_str
545,I feel connected to the people around me and supported,Normal,i feel connected to the people around me and supported,54,10,"['feel', 'connected', 'people', 'around', 'supported']",feel connected people around supported,5,5,feel connected people around supported
546,"I make elaborate, unrealistic plans when I'm hypomanic",Bipolar,i make elaborate unrealistic plans when im hypomanic,52,8,"['make', 'elaborate', 'unrealistic', 'plans', 'im', 'hypomanic']",make elaborate unrealistic plans im hypomanic,2,6,make elaborate unrealistic plans im hypomanic
547,I can't seem to organize my thoughts well enough to write a simple email,ADHD,i cant seem to organize my thoughts well enough to write a simple email,71,14,"['cant', 'seem', 'organize', 'thoughts', 'well', 'enough', 'write', 'simple', 'email']",cant seem organize thoughts well enough write simple email,5,9,cant seem organize thoughts well enough write simple email
548,"I feel like a ghost in my own life, just watching things happen",PTSD,i feel like a ghost in my own life just watching things happen,62,13,"['feel', 'like', 'ghost', 'life', 'watching', 'things', 'happen']",feel like ghost life watching things happen,6,7,feel like ghost life watching things happen
549,I have to reread pages of a book because I'm worried I missed a secret meaning,OCD,i have to reread pages of a book because im worried i missed a secret meaning,77,16,"['reread', 'pages', 'book', 'im', 'worried', 'missed', 'secret', 'meaning']",reread pages book im worried missed secret meaning,8,8,reread pages book im worried missed secret meaning
550,I am so tired of being tired all the time,Depression,i am so tired of being tired all the time,41,10,"['tired', 'tired', 'time']",tired tired time,7,3,tired tired time
551,My fear of failure is so paralyzing that I procrastinate on everything,Anxiety,my fear of failure is so paralyzing that i procrastinate on everything,70,12,"['fear', 'failure', 'paralyzing', 'procrastinate', 'everything']",fear failure paralyzing procrastinate everything,7,5,fear failure paralyzing procrastinate everything
552,I took a moment to appreciate the beauty of nature today,Normal,i took a moment to appreciate the beauty of nature today,56,11,"['took', 'moment', 'appreciate', 'beauty', 'nature', 'today']",took moment appreciate beauty nature today,5,6,took moment appreciate beauty nature today
553,My speech becomes so fast that others can't understand what I'm saying,Bipolar,my speech becomes so fast that others cant understand what im saying,68,12,"['speech', 'becomes', 'fast', 'others', 'cant', 'understand', 'im', 'saying']",speech becomes fast others cant understand im saying,4,8,speech becomes fast others cant understand im saying
554,I have a very low tolerance for boredom and frustration,ADHD,i have a very low tolerance for boredom and frustration,55,10,"['low', 'tolerance', 'boredom', 'frustration']",low tolerance boredom frustration,6,4,low tolerance boredom frustration
555,I feel like I'm permanently broken by my past,PTSD,i feel like im permanently broken by my past,44,9,"['feel', 'like', 'im', 'permanently', 'broken', 'past']",feel like im permanently broken past,3,6,feel like im permanently broken past
556,"I have a constant, nagging doubt that I've left the oven on",OCD,i have a constant nagging doubt that ive left the oven on,57,12,"['constant', 'nagging', 'doubt', 'ive', 'left', 'oven']",constant nagging doubt ive left oven,6,6,constant nagging doubt ive left oven
557,"I feel like an actor playing a part, and I'm exhausted from the performance",Depression,i feel like an actor playing a part and im exhausted from the performance,73,14,"['feel', 'like', 'actor', 'playing', 'part', 'im', 'exhausted', 'performance']",feel like actor playing part im exhausted performance,6,8,feel like actor playing part im exhausted performance
558,I'm always on the lookout for signs that something is wrong,Anxiety,im always on the lookout for signs that something is wrong,58,11,"['im', 'always', 'lookout', 'signs', 'something', 'wrong']",im always lookout signs something wrong,5,6,im always lookout signs something wrong
559,I feel a deep sense of accomplishment and self-worth today,Normal,i feel a deep sense of accomplishment and selfworth today,57,10,"['feel', 'deep', 'sense', 'accomplishment', 'selfworth', 'today']",feel deep sense accomplishment selfworth today,4,6,feel deep sense accomplishment selfworth today
560,I swing between feeling like a creative genius and a complete fraud,Bipolar,i swing between feeling like a creative genius and a complete fraud,67,12,"['swing', 'feeling', 'like', 'creative', 'genius', 'complete', 'fraud']",swing feeling like creative genius complete fraud,5,7,swing feeling like creative genius complete fraud
561,"I thrive in chaos and high-pressure situations, but fail at simple routines",ADHD,i thrive in chaos and highpressure situations but fail at simple routines,73,12,"['thrive', 'chaos', 'highpressure', 'situations', 'fail', 'simple', 'routines']",thrive chaos highpressure situations fail simple routines,5,7,thrive chaos highpressure situations fail simple routines
562,I have a strong physical aversion to places that remind me of the trauma,PTSD,i have a strong physical aversion to places that remind me of the trauma,72,14,"['strong', 'physical', 'aversion', 'places', 'remind', 'trauma']",strong physical aversion places remind trauma,8,6,strong physical aversion places remind trauma
563,I'm worried my thoughts can make bad things happen in reality,OCD,im worried my thoughts can make bad things happen in reality,60,11,"['im', 'worried', 'thoughts', 'make', 'bad', 'things', 'happen', 'reality']",im worried thoughts make bad things happen reality,3,8,im worried thoughts make bad things happen reality
564,The sadness comes in waves and feels like it's going to drown me,Depression,the sadness comes in waves and feels like its going to drown me,63,13,"['sadness', 'comes', 'waves', 'feels', 'like', 'going', 'drown']",sadness comes waves feels like going drown,6,7,sadness comes waves feels like going drown
565,I'm having trouble breathing because my chest is so tight with worry,Anxiety,im having trouble breathing because my chest is so tight with worry,67,12,"['im', 'trouble', 'breathing', 'chest', 'tight', 'worry']",im trouble breathing chest tight worry,6,6,im trouble breathing chest tight worry
566,I'm grateful for my health and the opportunities I have,Normal,im grateful for my health and the opportunities i have,54,10,"['im', 'grateful', 'health', 'opportunities']",im grateful health opportunities,6,4,im grateful health opportunities
567,"I feel an intense pressure to keep talking, even when I have nothing to say",Bipolar,i feel an intense pressure to keep talking even when i have nothing to say,74,15,"['feel', 'intense', 'pressure', 'keep', 'talking', 'even', 'nothing', 'say']",feel intense pressure keep talking even nothing say,7,8,feel intense pressure keep talking even nothing say
568,My emotional volume is always turned up to the maximum,ADHD,my emotional volume is always turned up to the maximum,54,10,"['emotional', 'volume', 'always', 'turned', 'maximum']",emotional volume always turned maximum,5,5,emotional volume always turned maximum
569,I can't handle anyone touching me unexpectedly,PTSD,i cant handle anyone touching me unexpectedly,45,7,"['cant', 'handle', 'anyone', 'touching', 'unexpectedly']",cant handle anyone touching unexpectedly,2,5,cant handle anyone touching unexpectedly
570,I have to count my steps and end on an even number,OCD,i have to count my steps and end on an even number,50,12,"['count', 'steps', 'end', 'even', 'number']",count steps end even number,7,5,count steps end even number
571,I've been turning down invitations because I don't have the social energy,Depression,ive been turning down invitations because i dont have the social energy,71,12,"['ive', 'turning', 'invitations', 'dont', 'social', 'energy']",ive turning invitations dont social energy,6,6,ive turning invitations dont social energy
572,I avoid conflict at all costs because it makes my anxiety unbearable,Anxiety,i avoid conflict at all costs because it makes my anxiety unbearable,68,12,"['avoid', 'conflict', 'costs', 'makes', 'anxiety', 'unbearable']",avoid conflict costs makes anxiety unbearable,6,6,avoid conflict costs makes anxiety unbearable
573,I feel a sense of inner peace that I haven't felt in a while,Normal,i feel a sense of inner peace that i havent felt in a while,59,14,"['feel', 'sense', 'inner', 'peace', 'havent', 'felt']",feel sense inner peace havent felt,8,6,feel sense inner peace havent felt
574,My partner says my personality seems to change from one day to the next,Bipolar,my partner says my personality seems to change from one day to the next,71,14,"['partner', 'says', 'personality', 'seems', 'change', 'one', 'day', 'next']",partner says personality seems change one day next,6,8,partner says personality seems change one day next
575,"I have to set five alarms just to wake up, and I still oversleep",ADHD,i have to set five alarms just to wake up and i still oversleep,63,14,"['set', 'five', 'alarms', 'wake', 'still', 'oversleep']",set five alarms wake still oversleep,8,6,set five alarms wake still oversleep
576,I have significant gaps in my memory surrounding the traumatic event,PTSD,i have significant gaps in my memory surrounding the traumatic event,68,11,"['significant', 'gaps', 'memory', 'surrounding', 'traumatic', 'event']",significant gaps memory surrounding traumatic event,5,6,significant gaps memory surrounding traumatic event
577,I spend hours arranging my computer files into the perfect folder structure,OCD,i spend hours arranging my computer files into the perfect folder structure,75,12,"['spend', 'hours', 'arranging', 'computer', 'files', 'perfect', 'folder', 'structure']",spend hours arranging computer files perfect folder structure,4,8,spend hours arranging computer files perfect folder structure
578,My mind is constantly replaying every mistake I've ever made,Depression,my mind is constantly replaying every mistake ive ever made,59,10,"['mind', 'constantly', 'replaying', 'every', 'mistake', 'ive', 'ever', 'made']",mind constantly replaying every mistake ive ever made,2,8,mind constantly replaying every mistake ive ever made
579,I get nauseous and my palms sweat when I have to give a presentation,Anxiety,i get nauseous and my palms sweat when i have to give a presentation,68,14,"['get', 'nauseous', 'palms', 'sweat', 'give', 'presentation']",get nauseous palms sweat give presentation,8,6,get nauseous palms sweat give presentation
580,I'm enjoying learning a new skill and seeing myself improve,Normal,im enjoying learning a new skill and seeing myself improve,58,10,"['im', 'enjoying', 'learning', 'new', 'skill', 'seeing', 'improve']",im enjoying learning new skill seeing improve,3,7,im enjoying learning new skill seeing improve
581,I made a risky financial investment on an impulse and now I regret it,Bipolar,i made a risky financial investment on an impulse and now i regret it,69,14,"['made', 'risky', 'financial', 'investment', 'impulse', 'regret']",made risky financial investment impulse regret,8,6,made risky financial investment impulse regret
582,My living space is cluttered because I can't decide what to throw away,ADHD,my living space is cluttered because i cant decide what to throw away,69,13,"['living', 'space', 'cluttered', 'cant', 'decide', 'throw', 'away']",living space cluttered cant decide throw away,6,7,living space cluttered cant decide throw away
583,I feel like I'm watching the world from behind a pane of glass,PTSD,i feel like im watching the world from behind a pane of glass,61,13,"['feel', 'like', 'im', 'watching', 'world', 'behind', 'pane', 'glass']",feel like im watching world behind pane glass,5,8,feel like im watching world behind pane glass
584,I need to have a 'just in case' item for every possible scenario,OCD,i need to have a just in case item for every possible scenario,62,13,"['need', 'case', 'item', 'every', 'possible', 'scenario']",need case item every possible scenario,7,6,need case item every possible scenario
585,It feels like all the joy has been drained from my life,Depression,it feels like all the joy has been drained from my life,55,12,"['feels', 'like', 'joy', 'drained', 'life']",feels like joy drained life,7,5,feels like joy drained life
586,I feel like I'm a burden to my family with my constant worrying,Anxiety,i feel like im a burden to my family with my constant worrying,62,13,"['feel', 'like', 'im', 'burden', 'family', 'constant', 'worrying']",feel like im burden family constant worrying,6,7,feel like im burden family constant worrying
587,I had a really productive day and it feels fantastic,Normal,i had a really productive day and it feels fantastic,52,10,"['really', 'productive', 'day', 'feels', 'fantastic']",really productive day feels fantastic,5,5,really productive day feels fantastic
588,I can go from being the life of the party to wanting to be completely alone,Bipolar,i can go from being the life of the party to wanting to be completely alone,75,16,"['go', 'life', 'party', 'wanting', 'completely', 'alone']",go life party wanting completely alone,10,6,go life party wanting completely alone
589,I struggle to relax because my mind is always racing with thoughts,ADHD,i struggle to relax because my mind is always racing with thoughts,66,12,"['struggle', 'relax', 'mind', 'always', 'racing', 'thoughts']",struggle relax mind always racing thoughts,6,6,struggle relax mind always racing thoughts
590,"I have a hair-trigger temper now, which is not how I used to be",PTSD,i have a hairtrigger temper now which is not how i used to be,61,14,"['hairtrigger', 'temper', 'used']",hairtrigger temper used,11,3,hairtrigger temper used
591,"I'm afraid that if I stop my rituals, something terrible will happen to a loved one",OCD,im afraid that if i stop my rituals something terrible will happen to a loved one,81,16,"['im', 'afraid', 'stop', 'rituals', 'something', 'terrible', 'happen', 'loved', 'one']",im afraid stop rituals something terrible happen loved one,7,9,im afraid stop rituals something terrible happen loved one
592,"I feel emotionally raw, like I have no skin to protect me",Depression,i feel emotionally raw like i have no skin to protect me,56,12,"['feel', 'emotionally', 'raw', 'like', 'skin', 'protect']",feel emotionally raw like skin protect,6,6,feel emotionally raw like skin protect
593,I'm terrified of making phone calls to strangers,Anxiety,im terrified of making phone calls to strangers,47,8,"['im', 'terrified', 'making', 'phone', 'calls', 'strangers']",im terrified making phone calls strangers,2,6,im terrified making phone calls strangers
594,"I feel strong, capable, and ready for anything",Normal,i feel strong capable and ready for anything,44,8,"['feel', 'strong', 'capable', 'ready', 'anything']",feel strong capable ready anything,3,5,feel strong capable ready anything
595,"My ideas feel revolutionary when I'm hypomanic, but nonsensical later",Bipolar,my ideas feel revolutionary when im hypomanic but nonsensical later,67,10,"['ideas', 'feel', 'revolutionary', 'im', 'hypomanic', 'nonsensical', 'later']",ideas feel revolutionary im hypomanic nonsensical later,3,7,ideas feel revolutionary im hypomanic nonsensical later
596,I can't seem to finish any book I start,ADHD,i cant seem to finish any book i start,38,9,"['cant', 'seem', 'finish', 'book', 'start']",cant seem finish book start,4,5,cant seem finish book start
597,My sense of self was shattered by the trauma,PTSD,my sense of self was shattered by the trauma,44,9,"['sense', 'self', 'shattered', 'trauma']",sense self shattered trauma,5,4,sense self shattered trauma
598,I have to check social media repeatedly to make sure I haven't been unfollowed,OCD,i have to check social media repeatedly to make sure i havent been unfollowed,77,14,"['check', 'social', 'media', 'repeatedly', 'make', 'sure', 'havent', 'unfollowed']",check social media repeatedly make sure havent unfollowed,6,8,check social media repeatedly make sure havent unfollowed
599,I've started to believe the negative things my inner voice tells me,Depression,ive started to believe the negative things my inner voice tells me,66,12,"['ive', 'started', 'believe', 'negative', 'things', 'inner', 'voice', 'tells']",ive started believe negative things inner voice tells,4,8,ive started believe negative things inner voice tells
600,"I feel a constant, low-level hum of anxiety throughout the day",Anxiety,i feel a constant lowlevel hum of anxiety throughout the day,60,11,"['feel', 'constant', 'lowlevel', 'hum', 'anxiety', 'throughout', 'day']",feel constant lowlevel hum anxiety throughout day,4,7,feel constant lowlevel hum anxiety throughout day
601,My routine is solid and it makes me feel secure,Normal,my routine is solid and it makes me feel secure,47,10,"['routine', 'solid', 'makes', 'feel', 'secure']",routine solid makes feel secure,5,5,routine solid makes feel secure
602,I am either over-the-top productive or completely immobilized,Bipolar,i am either overthetop productive or completely immobilized,59,8,"['either', 'overthetop', 'productive', 'completely', 'immobilized']",either overthetop productive completely immobilized,3,5,either overthetop productive completely immobilized
603,I get easily distracted by my own thoughts during conversations,ADHD,i get easily distracted by my own thoughts during conversations,63,10,"['get', 'easily', 'distracted', 'thoughts', 'conversations']",get easily distracted thoughts conversations,5,5,get easily distracted thoughts conversations
604,I am always waiting for the other shoe to drop,PTSD,i am always waiting for the other shoe to drop,46,10,"['always', 'waiting', 'shoe', 'drop']",always waiting shoe drop,6,4,always waiting shoe drop
605,I have to wipe down any surface before I can touch it,OCD,i have to wipe down any surface before i can touch it,53,12,"['wipe', 'surface', 'touch']",wipe surface touch,9,3,wipe surface touch
606,"I'm struggling with feelings of intense loneliness, even in a crowd",Depression,im struggling with feelings of intense loneliness even in a crowd,65,11,"['im', 'struggling', 'feelings', 'intense', 'loneliness', 'even', 'crowd']",im struggling feelings intense loneliness even crowd,4,7,im struggling feelings intense loneliness even crowd
607,I'm having intrusive thoughts about all the ways I could get hurt,Anxiety,im having intrusive thoughts about all the ways i could get hurt,64,12,"['im', 'intrusive', 'thoughts', 'ways', 'could', 'get', 'hurt']",im intrusive thoughts ways could get hurt,5,7,im intrusive thoughts ways could get hurt
608,I feel a sense of hope that things are getting better,Normal,i feel a sense of hope that things are getting better,53,11,"['feel', 'sense', 'hope', 'things', 'getting', 'better']",feel sense hope things getting better,5,6,feel sense hope things getting better
609,My behavior becomes incredibly flamboyant and attention-seeking during highs,Bipolar,my behavior becomes incredibly flamboyant and attentionseeking during highs,75,9,"['behavior', 'becomes', 'incredibly', 'flamboyant', 'attentionseeking', 'highs']",behavior becomes incredibly flamboyant attentionseeking highs,3,6,behavior becomes incredibly flamboyant attentionseeking highs
610,I'm a master procrastinator until the very last second,ADHD,im a master procrastinator until the very last second,53,9,"['im', 'master', 'procrastinator', 'last', 'second']",im master procrastinator last second,4,5,im master procrastinator last second
611,I feel like my emotions are stuck on 'numb',PTSD,i feel like my emotions are stuck on numb,41,9,"['feel', 'like', 'emotions', 'stuck', 'numb']",feel like emotions stuck numb,4,5,feel like emotions stuck numb
612,I have to avoid certain 'unlucky' colors in my clothing,OCD,i have to avoid certain unlucky colors in my clothing,53,10,"['avoid', 'certain', 'unlucky', 'colors', 'clothing']",avoid certain unlucky colors clothing,5,5,avoid certain unlucky colors clothing
613,The effort to seem 'normal' is utterly exhausting,Depression,the effort to seem normal is utterly exhausting,47,8,"['effort', 'seem', 'normal', 'utterly', 'exhausting']",effort seem normal utterly exhausting,3,5,effort seem normal utterly exhausting
614,I experience sudden muscle twitches and jitters when I'm anxious,Anxiety,i experience sudden muscle twitches and jitters when im anxious,63,10,"['experience', 'sudden', 'muscle', 'twitches', 'jitters', 'im', 'anxious']",experience sudden muscle twitches jitters im anxious,3,7,experience sudden muscle twitches jitters im anxious
615,I feel good about the direction my life is heading,Normal,i feel good about the direction my life is heading,50,10,"['feel', 'good', 'direction', 'life', 'heading']",feel good direction life heading,5,5,feel good direction life heading
616,I have periods of intense goal-driven behavior that just suddenly stop,Bipolar,i have periods of intense goaldriven behavior that just suddenly stop,69,11,"['periods', 'intense', 'goaldriven', 'behavior', 'suddenly', 'stop']",periods intense goaldriven behavior suddenly stop,5,6,periods intense goaldriven behavior suddenly stop
617,I misplace important documents all the time,ADHD,i misplace important documents all the time,43,7,"['misplace', 'important', 'documents', 'time']",misplace important documents time,3,4,misplace important documents time
618,I feel like an alien trying to understand human emotions,PTSD,i feel like an alien trying to understand human emotions,56,10,"['feel', 'like', 'alien', 'trying', 'understand', 'human', 'emotions']",feel like alien trying understand human emotions,3,7,feel like alien trying understand human emotions
619,I ask people the same question multiple times to be sure of the answer,OCD,i ask people the same question multiple times to be sure of the answer,70,14,"['ask', 'people', 'question', 'multiple', 'times', 'sure', 'answer']",ask people question multiple times sure answer,7,7,ask people question multiple times sure answer
620,I've lost my passion for my career and my hobbies,Depression,ive lost my passion for my career and my hobbies,48,10,"['ive', 'lost', 'passion', 'career', 'hobbies']",ive lost passion career hobbies,5,5,ive lost passion career hobbies
621,My fear of flying is so intense I can't go on vacation,Anxiety,my fear of flying is so intense i cant go on vacation,53,12,"['fear', 'flying', 'intense', 'cant', 'go', 'vacation']",fear flying intense cant go vacation,6,6,fear flying intense cant go vacation
622,I'm sleeping well and waking up with energy,Normal,im sleeping well and waking up with energy,42,8,"['im', 'sleeping', 'well', 'waking', 'energy']",im sleeping well waking energy,3,5,im sleeping well waking energy
623,"The world feels like a vibrant, exciting place when I'm manic",Bipolar,the world feels like a vibrant exciting place when im manic,59,11,"['world', 'feels', 'like', 'vibrant', 'exciting', 'place', 'im', 'manic']",world feels like vibrant exciting place im manic,3,8,world feels like vibrant exciting place im manic
624,"I have trouble with impulse control, especially with online shopping",ADHD,i have trouble with impulse control especially with online shopping,67,10,"['trouble', 'impulse', 'control', 'especially', 'online', 'shopping']",trouble impulse control especially online shopping,4,6,trouble impulse control especially online shopping
625,I have a deep distrust of people in authority now,PTSD,i have a deep distrust of people in authority now,49,10,"['deep', 'distrust', 'people', 'authority']",deep distrust people authority,6,4,deep distrust people authority
626,I need to have my morning coffee in a specific mug or my day feels wrong,OCD,i need to have my morning coffee in a specific mug or my day feels wrong,72,16,"['need', 'morning', 'coffee', 'specific', 'mug', 'day', 'feels', 'wrong']",need morning coffee specific mug day feels wrong,8,8,need morning coffee specific mug day feels wrong
627,"I feel like I'm living in a gray, colorless world",Depression,i feel like im living in a gray colorless world,47,10,"['feel', 'like', 'im', 'living', 'gray', 'colorless', 'world']",feel like im living gray colorless world,3,7,feel like im living gray colorless world
628,I feel like I'm going to faint when my anxiety gets too high,Anxiety,i feel like im going to faint when my anxiety gets too high,59,13,"['feel', 'like', 'im', 'going', 'faint', 'anxiety', 'gets', 'high']",feel like im going faint anxiety gets high,5,8,feel like im going faint anxiety gets high
629,I feel a deep sense of connection to my work and my colleagues,Normal,i feel a deep sense of connection to my work and my colleagues,62,13,"['feel', 'deep', 'sense', 'connection', 'work', 'colleagues']",feel deep sense connection work colleagues,7,6,feel deep sense connection work colleagues
630,I swing from being overly critical of others to idolizing them,Bipolar,i swing from being overly critical of others to idolizing them,62,11,"['swing', 'overly', 'critical', 'others', 'idolizing']",swing overly critical others idolizing,6,5,swing overly critical others idolizing
631,I start tasks with a burst of energy but can't sustain the effort,ADHD,i start tasks with a burst of energy but cant sustain the effort,64,13,"['start', 'tasks', 'burst', 'energy', 'cant', 'sustain', 'effort']",start tasks burst energy cant sustain effort,6,7,start tasks burst energy cant sustain effort
632,I feel like I'm always braced for impact,PTSD,i feel like im always braced for impact,39,8,"['feel', 'like', 'im', 'always', 'braced', 'impact']",feel like im always braced impact,2,6,feel like im always braced impact
633,I have a mental checklist that I have to go through before I can sleep,OCD,i have a mental checklist that i have to go through before i can sleep,70,15,"['mental', 'checklist', 'go', 'sleep']",mental checklist go sleep,11,4,mental checklist go sleep
634,There's a constant feeling of dread hanging over me,Depression,theres a constant feeling of dread hanging over me,50,9,"['theres', 'constant', 'feeling', 'dread', 'hanging']",theres constant feeling dread hanging,4,5,theres constant feeling dread hanging
635,I have a specific phobia that interferes with my daily life,Anxiety,i have a specific phobia that interferes with my daily life,59,11,"['specific', 'phobia', 'interferes', 'daily', 'life']",specific phobia interferes daily life,6,5,specific phobia interferes daily life
636,I feel centered and in control of my emotions,Normal,i feel centered and in control of my emotions,45,9,"['feel', 'centered', 'control', 'emotions']",feel centered control emotions,5,4,feel centered control emotions
637,"My creativity skyrockets during hypomania, and I produce a ton of work",Bipolar,my creativity skyrockets during hypomania and i produce a ton of work,69,12,"['creativity', 'skyrockets', 'hypomania', 'produce', 'ton', 'work']",creativity skyrockets hypomania produce ton work,6,6,creativity skyrockets hypomania produce ton work
638,I am terrible at estimating how long a task will take,ADHD,i am terrible at estimating how long a task will take,53,11,"['terrible', 'estimating', 'long', 'task', 'take']",terrible estimating long task take,6,5,terrible estimating long task take
639,I have a cynical and pessimistic view of the future,PTSD,i have a cynical and pessimistic view of the future,51,10,"['cynical', 'pessimistic', 'view', 'future']",cynical pessimistic view future,6,4,cynical pessimistic view future
640,I'm afraid of swallowing pills because I think I will choke,OCD,im afraid of swallowing pills because i think i will choke,58,11,"['im', 'afraid', 'swallowing', 'pills', 'think', 'choke']",im afraid swallowing pills think choke,5,6,im afraid swallowing pills think choke
641,My motivation is at an all-time low,Depression,my motivation is at an alltime low,34,7,"['motivation', 'alltime', 'low']",motivation alltime low,4,3,motivation alltime low
642,I'm having trouble concentrating because my anxious thoughts are so loud,Anxiety,im having trouble concentrating because my anxious thoughts are so loud,71,11,"['im', 'trouble', 'concentrating', 'anxious', 'thoughts', 'loud']",im trouble concentrating anxious thoughts loud,5,6,im trouble concentrating anxious thoughts loud
643,I'm making time for self-care and it's making a big difference,Normal,im making time for selfcare and its making a big difference,59,11,"['im', 'making', 'time', 'selfcare', 'making', 'big', 'difference']",im making time selfcare making big difference,4,7,im making time selfcare making big difference
644,I feel so agitated I want to crawl out of my own skin,Bipolar,i feel so agitated i want to crawl out of my own skin,53,13,"['feel', 'agitated', 'want', 'crawl', 'skin']",feel agitated want crawl skin,8,5,feel agitated want crawl skin
645,My mind jumps from idea to idea without any logical connection,ADHD,my mind jumps from idea to idea without any logical connection,62,11,"['mind', 'jumps', 'idea', 'idea', 'without', 'logical', 'connection']",mind jumps idea idea without logical connection,4,7,mind jumps idea idea without logical connection
646,I have a diminished interest in activities I used to find pleasurable,PTSD,i have a diminished interest in activities i used to find pleasurable,69,12,"['diminished', 'interest', 'activities', 'used', 'find', 'pleasurable']",diminished interest activities used find pleasurable,6,6,diminished interest activities used find pleasurable
647,"I feel compelled to tell the truth, even when it's socially inappropriate",OCD,i feel compelled to tell the truth even when its socially inappropriate,71,12,"['feel', 'compelled', 'tell', 'truth', 'even', 'socially', 'inappropriate']",feel compelled tell truth even socially inappropriate,5,7,feel compelled tell truth even socially inappropriate
648,I have recurrent thoughts of ending my life,Depression,i have recurrent thoughts of ending my life,43,8,"['recurrent', 'thoughts', 'ending', 'life']",recurrent thoughts ending life,4,4,recurrent thoughts ending life
649,I'm so worried about what people think that I can't be myself,Anxiety,im so worried about what people think that i cant be myself,59,12,"['im', 'worried', 'people', 'think', 'cant']",im worried people think cant,7,5,im worried people think cant
650,I feel a sense of purpose and it's really motivating,Normal,i feel a sense of purpose and its really motivating,51,10,"['feel', 'sense', 'purpose', 'really', 'motivating']",feel sense purpose really motivating,5,5,feel sense purpose really motivating
651,My thoughts feel like they are racing and I can't slow them down,Bipolar,my thoughts feel like they are racing and i cant slow them down,63,13,"['thoughts', 'feel', 'like', 'racing', 'cant', 'slow']",thoughts feel like racing cant slow,7,6,thoughts feel like racing cant slow
652,"I often speak before I think, which gets me into trouble",ADHD,i often speak before i think which gets me into trouble,55,11,"['often', 'speak', 'think', 'gets', 'trouble']",often speak think gets trouble,6,5,often speak think gets trouble
653,I feel like I'm a burden on everyone around me because of my past,PTSD,i feel like im a burden on everyone around me because of my past,64,14,"['feel', 'like', 'im', 'burden', 'everyone', 'around', 'past']",feel like im burden everyone around past,7,7,feel like im burden everyone around past
654,I have to touch an object with both hands to make it feel 'even',OCD,i have to touch an object with both hands to make it feel even,62,14,"['touch', 'object', 'hands', 'make', 'feel', 'even']",touch object hands make feel even,8,6,touch object hands make feel even
655,"I feel like a ghost, just floating through my days",Depression,i feel like a ghost just floating through my days,49,10,"['feel', 'like', 'ghost', 'floating', 'days']",feel like ghost floating days,5,5,feel like ghost floating days
656,I get so overwhelmed by my to-do list that I do nothing at all,Anxiety,i get so overwhelmed by my todo list that i do nothing at all,61,14,"['get', 'overwhelmed', 'todo', 'list', 'nothing']",get overwhelmed todo list nothing,9,5,get overwhelmed todo list nothing
657,I feel emotionally stable and things don't bother me as much,Normal,i feel emotionally stable and things dont bother me as much,59,11,"['feel', 'emotionally', 'stable', 'things', 'dont', 'bother', 'much']",feel emotionally stable things dont bother much,4,7,feel emotionally stable things dont bother much
658,"I take on huge, unrealistic responsibilities when I feel good",Bipolar,i take on huge unrealistic responsibilities when i feel good,60,10,"['take', 'huge', 'unrealistic', 'responsibilities', 'feel', 'good']",take huge unrealistic responsibilities feel good,4,6,take huge unrealistic responsibilities feel good
659,"I am constantly looking for my keys, phone, or wallet",ADHD,i am constantly looking for my keys phone or wallet,51,10,"['constantly', 'looking', 'keys', 'phone', 'wallet']",constantly looking keys phone wallet,5,5,constantly looking keys phone wallet
660,I feel like I'm living in a constant state of high alert,PTSD,i feel like im living in a constant state of high alert,55,12,"['feel', 'like', 'im', 'living', 'constant', 'state', 'high', 'alert']",feel like im living constant state high alert,4,8,feel like im living constant state high alert
661,"I'm afraid of contamination by proxy, like if someone touches a 'dirty' object and then touches me",OCD,im afraid of contamination by proxy like if someone touches a dirty object and then touches me,94,17,"['im', 'afraid', 'contamination', 'proxy', 'like', 'someone', 'touches', 'dirty', 'object', 'touches']",im afraid contamination proxy like someone touches dirty object touches,7,10,im afraid contamination proxy like someone touches dirty object touches
662,I'm so fatigued that even showering feels like a marathon,Depression,im so fatigued that even showering feels like a marathon,56,10,"['im', 'fatigued', 'even', 'showering', 'feels', 'like', 'marathon']",im fatigued even showering feels like marathon,3,7,im fatigued even showering feels like marathon
663,My thoughts are stuck in a catastrophic loop of 'what if',Anxiety,my thoughts are stuck in a catastrophic loop of what if,55,11,"['thoughts', 'stuck', 'catastrophic', 'loop']",thoughts stuck catastrophic loop,7,4,thoughts stuck catastrophic loop
664,I'm genuinely excited about the future for the first time in a while,Normal,im genuinely excited about the future for the first time in a while,67,13,"['im', 'genuinely', 'excited', 'future', 'first', 'time']",im genuinely excited future first time,7,6,im genuinely excited future first time
665,I can't seem to stop my impulsive spending when I am in a high,Bipolar,i cant seem to stop my impulsive spending when i am in a high,61,14,"['cant', 'seem', 'stop', 'impulsive', 'spending', 'high']",cant seem stop impulsive spending high,8,6,cant seem stop impulsive spending high
666,I have to move around constantly; I can't handle being still,ADHD,i have to move around constantly i cant handle being still,58,11,"['move', 'around', 'constantly', 'cant', 'handle', 'still']",move around constantly cant handle still,5,6,move around constantly cant handle still
667,I feel like my personality fundamentally changed after the incident,PTSD,i feel like my personality fundamentally changed after the incident,67,10,"['feel', 'like', 'personality', 'fundamentally', 'changed', 'incident']",feel like personality fundamentally changed incident,4,6,feel like personality fundamentally changed incident
