csvid,text,label,text_length,cleaned_text,cleaned_word_count
595,"My ideas feel revolutionary when I'm hypomanic, but nonsensical later",Bipolar,67,my ideas feel revolutionary when im hypomanic but nonsensical later,10
596,I can't seem to finish any book I start,ADHD,38,i cant seem to finish any book i start,9
597,My sense of self was shattered by the trauma,PTSD,44,my sense of self was shattered by the trauma,9
598,I have to check social media repeatedly to make sure I haven't been unfollowed,OCD,77,i have to check social media repeatedly to make sure i havent been unfollowed,14
599,I've started to believe the negative things my inner voice tells me,Depression,66,ive started to believe the negative things my inner voice tells me,12
600,"I feel a constant, low-level hum of anxiety throughout the day",Anxiety,60,i feel a constant lowlevel hum of anxiety throughout the day,11
601,My routine is solid and it makes me feel secure,Normal,47,my routine is solid and it makes me feel secure,10
602,I am either over-the-top productive or completely immobilized,Bipolar,59,i am either overthetop productive or completely immobilized,8
603,I get easily distracted by my own thoughts during conversations,ADHD,63,i get easily distracted by my own thoughts during conversations,10
604,I am always waiting for the other shoe to drop,PTSD,46,i am always waiting for the other shoe to drop,10
605,I have to wipe down any surface before I can touch it,OCD,53,i have to wipe down any surface before i can touch it,12
606,"I'm struggling with feelings of intense loneliness, even in a crowd",Depression,65,im struggling with feelings of intense loneliness even in a crowd,11
607,I'm having intrusive thoughts about all the ways I could get hurt,Anxiety,64,im having intrusive thoughts about all the ways i could get hurt,12
608,I feel a sense of hope that things are getting better,Normal,53,i feel a sense of hope that things are getting better,11
609,My behavior becomes incredibly flamboyant and attention-seeking during highs,Bipolar,75,my behavior becomes incredibly flamboyant and attentionseeking during highs,9
610,I'm a master procrastinator until the very last second,ADHD,53,im a master procrastinator until the very last second,9
611,I feel like my emotions are stuck on 'numb',PTSD,41,i feel like my emotions are stuck on numb,9
612,I have to avoid certain 'unlucky' colors in my clothing,OCD,53,i have to avoid certain unlucky colors in my clothing,10
613,The effort to seem 'normal' is utterly exhausting,Depression,47,the effort to seem normal is utterly exhausting,8
614,I experience sudden muscle twitches and jitters when I'm anxious,Anxiety,63,i experience sudden muscle twitches and jitters when im anxious,10
615,I feel good about the direction my life is heading,Normal,50,i feel good about the direction my life is heading,10
616,I have periods of intense goal-driven behavior that just suddenly stop,Bipolar,69,i have periods of intense goaldriven behavior that just suddenly stop,11
617,I misplace important documents all the time,ADHD,43,i misplace important documents all the time,7
618,I feel like an alien trying to understand human emotions,PTSD,56,i feel like an alien trying to understand human emotions,10
619,I ask people the same question multiple times to be sure of the answer,OCD,70,i ask people the same question multiple times to be sure of the answer,14
620,I've lost my passion for my career and my hobbies,Depression,48,ive lost my passion for my career and my hobbies,10
621,My fear of flying is so intense I can't go on vacation,Anxiety,53,my fear of flying is so intense i cant go on vacation,12
622,I'm sleeping well and waking up with energy,Normal,42,im sleeping well and waking up with energy,8
623,"The world feels like a vibrant, exciting place when I'm manic",Bipolar,59,the world feels like a vibrant exciting place when im manic,11
624,"I have trouble with impulse control, especially with online shopping",ADHD,67,i have trouble with impulse control especially with online shopping,10
625,I have a deep distrust of people in authority now,PTSD,49,i have a deep distrust of people in authority now,10
626,I need to have my morning coffee in a specific mug or my day feels wrong,OCD,72,i need to have my morning coffee in a specific mug or my day feels wrong,16
627,"I feel like I'm living in a gray, colorless world",Depression,47,i feel like im living in a gray colorless world,10
628,I feel like I'm going to faint when my anxiety gets too high,Anxiety,59,i feel like im going to faint when my anxiety gets too high,13
629,I feel a deep sense of connection to my work and my colleagues,Normal,62,i feel a deep sense of connection to my work and my colleagues,13
630,I swing from being overly critical of others to idolizing them,Bipolar,62,i swing from being overly critical of others to idolizing them,11
631,I start tasks with a burst of energy but can't sustain the effort,ADHD,64,i start tasks with a burst of energy but cant sustain the effort,13
632,I feel like I'm always braced for impact,PTSD,39,i feel like im always braced for impact,8
633,I have a mental checklist that I have to go through before I can sleep,OCD,70,i have a mental checklist that i have to go through before i can sleep,15
634,There's a constant feeling of dread hanging over me,Depression,50,theres a constant feeling of dread hanging over me,9
635,I have a specific phobia that interferes with my daily life,Anxiety,59,i have a specific phobia that interferes with my daily life,11
636,I feel centered and in control of my emotions,Normal,45,i feel centered and in control of my emotions,9
637,"My creativity skyrockets during hypomania, and I produce a ton of work",Bipolar,69,my creativity skyrockets during hypomania and i produce a ton of work,12
638,I am terrible at estimating how long a task will take,ADHD,53,i am terrible at estimating how long a task will take,11
639,I have a cynical and pessimistic view of the future,PTSD,51,i have a cynical and pessimistic view of the future,10
640,I'm afraid of swallowing pills because I think I will choke,OCD,58,im afraid of swallowing pills because i think i will choke,11
641,My motivation is at an all-time low,Depression,34,my motivation is at an alltime low,7
642,I'm having trouble concentrating because my anxious thoughts are so loud,Anxiety,71,im having trouble concentrating because my anxious thoughts are so loud,11
643,I'm making time for self-care and it's making a big difference,Normal,59,im making time for selfcare and its making a big difference,11
644,I feel so agitated I want to crawl out of my own skin,Bipolar,53,i feel so agitated i want to crawl out of my own skin,13
645,My mind jumps from idea to idea without any logical connection,ADHD,62,my mind jumps from idea to idea without any logical connection,11
646,I have a diminished interest in activities I used to find pleasurable,PTSD,69,i have a diminished interest in activities i used to find pleasurable,12
647,"I feel compelled to tell the truth, even when it's socially inappropriate",OCD,71,i feel compelled to tell the truth even when its socially inappropriate,12
648,I have recurrent thoughts of ending my life,Depression,43,i have recurrent thoughts of ending my life,8
649,I'm so worried about what people think that I can't be myself,Anxiety,59,im so worried about what people think that i cant be myself,12
650,I feel a sense of purpose and it's really motivating,Normal,51,i feel a sense of purpose and its really motivating,10
651,My thoughts feel like they are racing and I can't slow them down,Bipolar,63,my thoughts feel like they are racing and i cant slow them down,13
652,"I often speak before I think, which gets me into trouble",ADHD,55,i often speak before i think which gets me into trouble,11
653,I feel like I'm a burden on everyone around me because of my past,PTSD,64,i feel like im a burden on everyone around me because of my past,14
654,I have to touch an object with both hands to make it feel 'even',OCD,62,i have to touch an object with both hands to make it feel even,14
655,"I feel like a ghost, just floating through my days",Depression,49,i feel like a ghost just floating through my days,10
656,I get so overwhelmed by my to-do list that I do nothing at all,Anxiety,61,i get so overwhelmed by my todo list that i do nothing at all,14
657,I feel emotionally stable and things don't bother me as much,Normal,59,i feel emotionally stable and things dont bother me as much,11
658,"I take on huge, unrealistic responsibilities when I feel good",Bipolar,60,i take on huge unrealistic responsibilities when i feel good,10
659,"I am constantly looking for my keys, phone, or wallet",ADHD,51,i am constantly looking for my keys phone or wallet,10
660,I feel like I'm living in a constant state of high alert,PTSD,55,i feel like im living in a constant state of high alert,12
661,"I'm afraid of contamination by proxy, like if someone touches a 'dirty' object and then touches me",OCD,94,im afraid of contamination by proxy like if someone touches a dirty object and then touches me,17
662,I'm so fatigued that even showering feels like a marathon,Depression,56,im so fatigued that even showering feels like a marathon,10
663,My thoughts are stuck in a catastrophic loop of 'what if',Anxiety,55,my thoughts are stuck in a catastrophic loop of what if,11
664,I'm genuinely excited about the future for the first time in a while,Normal,67,im genuinely excited about the future for the first time in a while,13
665,I can't seem to stop my impulsive spending when I am in a high,Bipolar,61,i cant seem to stop my impulsive spending when i am in a high,14
666,I have to move around constantly; I can't handle being still,ADHD,58,i have to move around constantly i cant handle being still,11
667,I feel like my personality fundamentally changed after the incident,PTSD,67,i feel like my personality fundamentally changed after the incident,10
668,I have to say a specific phrase to myself to neutralize a bad thought,OCD,69,i have to say a specific phrase to myself to neutralize a bad thought,14
669,I feel a profound sense of emptiness that nothing can fill,Depression,58,i feel a profound sense of emptiness that nothing can fill,11
670,I feel a jolt of adrenaline every time I get an email notification,Anxiety,66,i feel a jolt of adrenaline every time i get an email notification,13
671,I feel like I'm on the right path in my life,Normal,43,i feel like im on the right path in my life,11
672,I'm either talking a mile a minute or I'm completely silent for days,Bipolar,66,im either talking a mile a minute or im completely silent for days,13
673,I struggle to listen because I'm busy formulating my own response,ADHD,64,i struggle to listen because im busy formulating my own response,11
674,I'm emotionally withdrawn and have difficulty showing affection,PTSD,62,im emotionally withdrawn and have difficulty showing affection,8
675,I'm obsessed with the fear that I'll develop a serious illness,OCD,60,im obsessed with the fear that ill develop a serious illness,11
676,I feel completely worthless and unlovable,Depression,41,i feel completely worthless and unlovable,6
677,I am constantly seeking reassurance that I didn't upset anyone,Anxiety,61,i am constantly seeking reassurance that i didnt upset anyone,10
678,I feel like my mind is quiet and peaceful today,Normal,47,i feel like my mind is quiet and peaceful today,10
679,My confidence is either nonexistent or wildly inflated,Bipolar,54,my confidence is either nonexistent or wildly inflated,8
680,I have a hard time with transitions and changes in my routine,ADHD,61,i have a hard time with transitions and changes in my routine,12
681,I'm having recurring nightmares that are exact replays of the event,PTSD,66,im having recurring nightmares that are exact replays of the event,11
682,I have to walk in a certain way to avoid bad luck,OCD,49,i have to walk in a certain way to avoid bad luck,12
683,"I can't find pleasure in anything, even my favorite foods",Depression,55,i cant find pleasure in anything even my favorite foods,10
684,I have a deep-seated fear of being abandoned by my loved ones,Anxiety,60,i have a deepseated fear of being abandoned by my loved ones,12
685,I'm proud of how I'm navigating life's complexities,Normal,48,im proud of how im navigating lifes complexities,8
686,"I have an uncontrollable flight of ideas, jumping from topic to topic",Bipolar,68,i have an uncontrollable flight of ideas jumping from topic to topic,12
687,"I'm always late, no matter how early I try to start getting ready",ADHD,63,im always late no matter how early i try to start getting ready,13
688,"I feel like I'm a ticking time bomb, ready to explode with anger",PTSD,62,i feel like im a ticking time bomb ready to explode with anger,13
689,I have to tear pages out of a book if I make a mistake writing in it,OCD,68,i have to tear pages out of a book if i make a mistake writing in it,17
690,I feel like I'm failing at every aspect of my life,Depression,49,i feel like im failing at every aspect of my life,11
691,I'm obsessively re-reading texts I've sent to analyze their meaning,Anxiety,64,im obsessively rereading texts ive sent to analyze their meaning,10
692,I feel like I have a healthy perspective on my problems,Normal,55,i feel like i have a healthy perspective on my problems,11
693,My mood depends entirely on whether I'm in an up or down cycle,Bipolar,61,my mood depends entirely on whether im in an up or down cycle,13
694,I have a hard time relaxing and am always fidgeting or restless,ADHD,63,i have a hard time relaxing and am always fidgeting or restless,12
695,I have a hard time imagining a future for myself,PTSD,48,i have a hard time imagining a future for myself,10
696,I can't stop cleaning because I'm afraid of germs making my family sick,OCD,69,i cant stop cleaning because im afraid of germs making my family sick,13
697,I feel like I don't deserve to be happy,Depression,38,i feel like i dont deserve to be happy,9
698,I'm worried I'll have a panic attack in public and humiliate myself,Anxiety,65,im worried ill have a panic attack in public and humiliate myself,12
699,I'm able to appreciate the small joys in my day,Normal,46,im able to appreciate the small joys in my day,10
700,"My sleep patterns are completely erratic, either insomnia or hypersomnia",Bipolar,71,my sleep patterns are completely erratic either insomnia or hypersomnia,10
701,I struggle with emotional outbursts over seemingly small things,ADHD,63,i struggle with emotional outbursts over seemingly small things,9
702,I've become very isolated and avoid social contact,PTSD,49,ive become very isolated and avoid social contact,8
703,I have to align the fringe on the rug perfectly before I can relax,OCD,66,i have to align the fringe on the rug perfectly before i can relax,14
704,My inner critic is relentless and loud,Depression,38,my inner critic is relentless and loud,7
705,I feel like I'm constantly on trial and have to defend my actions,Anxiety,64,i feel like im constantly on trial and have to defend my actions,13
706,I'm feeling motivated to work on my long-term goals,Normal,49,im feeling motivated to work on my longterm goals,9
707,I get extremely irritable and impatient with people when I'm hypomanic,Bipolar,69,i get extremely irritable and impatient with people when im hypomanic,11
708,I am inattentive to details and make careless errors in my work,ADHD,63,i am inattentive to details and make careless errors in my work,12
709,I feel like I'm constantly reliving the worst day of my life,PTSD,59,i feel like im constantly reliving the worst day of my life,12
710,I have to check that all the pictures on the wall are perfectly straight,OCD,72,i have to check that all the pictures on the wall are perfectly straight,14
711,I feel like there's a wall of glass between me and the rest of the world,Depression,71,i feel like theres a wall of glass between me and the rest of the world,16
712,I'm always assuming people are angry or disappointed with me,Anxiety,59,im always assuming people are angry or disappointed with me,10
713,I'm feeling optimistic about what I can accomplish,Normal,49,im feeling optimistic about what i can accomplish,8
714,I have an inflated sense of my own abilities during a manic episode,Bipolar,67,i have an inflated sense of my own abilities during a manic episode,13
715,My thoughts are so scattered that I can't follow a conversation,ADHD,62,my thoughts are so scattered that i cant follow a conversation,11
716,I experience intense psychological distress when reminded of the trauma,PTSD,71,i experience intense psychological distress when reminded of the trauma,10
717,I have a pathological fear of making the wrong decision,OCD,55,i have a pathological fear of making the wrong decision,10
718,"I cry at the drop of a hat, often for no clear reason",Depression,52,i cry at the drop of a hat often for no clear reason,13
719,I feel a sense of dread when I think about the future,Anxiety,53,i feel a sense of dread when i think about the future,12
720,I'm feeling resilient and able to bounce back from setbacks,Normal,58,im feeling resilient and able to bounce back from setbacks,10
721,My energy levels are so high I feel like I'm vibrating,Bipolar,53,my energy levels are so high i feel like im vibrating,11
722,I have a hard time with self-regulation and delayed gratification,ADHD,64,i have a hard time with selfregulation and delayed gratification,10
723,I've lost all trust in my own judgment,PTSD,37,ive lost all trust in my own judgment,8
724,I have to buy items in pairs or even numbers,OCD,44,i have to buy items in pairs or even numbers,10
725,"I feel like a spectator in my own life, not an active participant",Depression,64,i feel like a spectator in my own life not an active participant,13
726,I need to have an escape plan for every social situation I'm in,Anxiety,62,i need to have an escape plan for every social situation im in,13
727,I feel a sense of calm authority over my own life,Normal,49,i feel a sense of calm authority over my own life,11
728,I feel creatively blocked and uninspired during my depressive phases,Bipolar,68,i feel creatively blocked and uninspired during my depressive phases,10
729,I'm easily frustrated by tasks that require patience,ADHD,51,im easily frustrated by tasks that require patience,8
730,I have a belief that the world is a fundamentally dangerous place,PTSD,65,i have a belief that the world is a fundamentally dangerous place,12
731,I have an overwhelming need for things to be 'just right',OCD,55,i have an overwhelming need for things to be just right,11
732,I feel like a burden and think people would be better off without me,Depression,68,i feel like a burden and think people would be better off without me,14
733,My body is in a constant state of 'fight or flight',Anxiety,49,my body is in a constant state of fight or flight,11
734,I feel like I'm growing as a person and I'm happy about it,Normal,56,i feel like im growing as a person and im happy about it,13
735,I can't seem to control my impulses when I'm in a manic state,Bipolar,59,i cant seem to control my impulses when im in a manic state,13
736,I find it nearly impossible to complete administrative tasks like paperwork,ADHD,75,i find it nearly impossible to complete administrative tasks like paperwork,11
737,I feel like I'm constantly waiting for something bad to happen again,PTSD,67,i feel like im constantly waiting for something bad to happen again,12
738,I have to perform certain actions in a specific sequence,OCD,56,i have to perform certain actions in a specific sequence,10
739,I have a deep feeling of apathy towards everything,Depression,50,i have a deep feeling of apathy towards everything,9
740,I'm worried about my loved ones to an excessive and irrational degree,Anxiety,68,im worried about my loved ones to an excessive and irrational degree,12
741,I feel a great sense of clarity about my goals and values,Normal,57,i feel a great sense of clarity about my goals and values,12
742,"I'll stay up for 48 hours working on a project, then abandon it completely",Bipolar,69,ill stay up for hours working on a project then abandon it completely,13
743,My mind wanders so much I often miss my exit on the highway,ADHD,59,my mind wanders so much i often miss my exit on the highway,13
744,I feel like my trauma has made me 'unlovable',PTSD,43,i feel like my trauma has made me unlovable,9
745,I'm convinced I'm a bad person because of my intrusive thoughts,OCD,61,im convinced im a bad person because of my intrusive thoughts,11
746,I have no appetite and have to force myself to eat,Depression,50,i have no appetite and have to force myself to eat,11
747,"I feel a sense of terror when I'm in a small, enclosed space",Anxiety,58,i feel a sense of terror when im in a small enclosed space,13
748,I feel emotionally balanced and my mood is stable,Normal,49,i feel emotionally balanced and my mood is stable,9
749,My moods are a rollercoaster that I can't get off of,Bipolar,51,my moods are a rollercoaster that i cant get off of,11
750,I'm so disorganized that it negatively impacts my career,ADHD,55,im so disorganized that it negatively impacts my career,9
751,I have a hard time feeling any strong emotion except for fear or anger,PTSD,70,i have a hard time feeling any strong emotion except for fear or anger,14
752,"I feel compelled to hoard things, even if they are garbage",OCD,57,i feel compelled to hoard things even if they are garbage,11
753,I am experiencing a complete loss of self-esteem,Depression,47,i am experiencing a complete loss of selfesteem,8
754,"I feel like I can't catch my breath, even though I'm breathing fine",Anxiety,64,i feel like i cant catch my breath even though im breathing fine,13
755,I feel like my hard work is finally paying off,Normal,46,i feel like my hard work is finally paying off,10
756,"I feel pressured to keep talking, even when I have nothing to say",Bipolar,64,i feel pressured to keep talking even when i have nothing to say,13
757,My impulsivity has led to financial problems,ADHD,44,my impulsivity has led to financial problems,7
758,I'm having difficulty maintaining relationships since the trauma,PTSD,63,im having difficulty maintaining relationships since the trauma,8
759,I'm afraid of stepping on cracks in the pavement,OCD,47,im afraid of stepping on cracks in the pavement,9
760,I am isolating myself from the world because it feels safer,Depression,59,i am isolating myself from the world because it feels safer,11
761,I get intense stomach cramps and digestive issues from anxiety,Anxiety,62,i get intense stomach cramps and digestive issues from anxiety,10
762,I am at peace with my past and looking forward to the future,Normal,60,i am at peace with my past and looking forward to the future,13
763,My thoughts are racing so fast I feel dizzy,Bipolar,43,my thoughts are racing so fast i feel dizzy,9
764,I have trouble winding down and my mind is always 'on',ADHD,52,i have trouble winding down and my mind is always on,11
765,I have a hard time trusting anyone completely,PTSD,45,i have a hard time trusting anyone completely,8
766,I have to check that all the doors and windows are locked multiple times,OCD,72,i have to check that all the doors and windows are locked multiple times,14
767,I feel like I'm living under a dark cloud that follows me everywhere,Depression,67,i feel like im living under a dark cloud that follows me everywhere,13
768,I'm terrified of being the center of attention,Anxiety,45,im terrified of being the center of attention,8
769,I feel refreshed and ready to have a great day,Normal,46,i feel refreshed and ready to have a great day,10
770,I can shift from euphoria to tears in a matter of minutes,Bipolar,57,i can shift from euphoria to tears in a matter of minutes,12
771,I find myself daydreaming excessively to escape from my responsibilities,ADHD,72,i find myself daydreaming excessively to escape from my responsibilities,10
772,I have a sense of being different or separate from other people,PTSD,63,i have a sense of being different or separate from other people,12
773,I have intrusive thoughts about yelling out inappropriate things in quiet places,OCD,80,i have intrusive thoughts about yelling out inappropriate things in quiet places,12
774,I'm so emotionally exhausted I don't have the energy to talk,Depression,58,im so emotionally exhausted i dont have the energy to talk,11
775,I'm afraid to try new things because I might fail,Anxiety,48,im afraid to try new things because i might fail,10
776,I feel secure in who I am as a person,Normal,37,i feel secure in who i am as a person,10
777,I have an exaggerated sense of self-confidence when I'm manic,Bipolar,59,i have an exaggerated sense of selfconfidence when im manic,10
778,I often lose my place in conversations because I get distracted,ADHD,63,i often lose my place in conversations because i get distracted,11
779,I feel emotionally and physically on edge all the time,PTSD,54,i feel emotionally and physically on edge all the time,10
780,I'm preoccupied with keeping my possessions in a specific order,OCD,62,im preoccupied with keeping my possessions in a specific order,10
781,I'm having trouble concentrating on work because of my low mood,Depression,62,im having trouble concentrating on work because of my low mood,11
782,I feel like I'm going to lose my mind from all the stress,Anxiety,56,i feel like im going to lose my mind from all the stress,13
783,I'm enjoying a period of calm and stability,Normal,42,im enjoying a period of calm and stability,8
784,My thinking can become grandiose and delusional when I'm manic,Bipolar,61,my thinking can become grandiose and delusional when im manic,10
785,I'm not a good listener because my mind is always somewhere else,ADHD,63,im not a good listener because my mind is always somewhere else,12
786,"I'm constantly scanning for threats, even in my own home",PTSD,54,im constantly scanning for threats even in my own home,10
787,I feel the need to confess to minor wrongdoings constantly,OCD,58,i feel the need to confess to minor wrongdoings constantly,10
788,I've lost interest in sex and physical intimacy,Depression,46,ive lost interest in sex and physical intimacy,8
789,I have a fear of heights that makes it hard to be in tall buildings,Anxiety,67,i have a fear of heights that makes it hard to be in tall buildings,15
790,I feel like I'm living a meaningful and fulfilling life,Normal,54,i feel like im living a meaningful and fulfilling life,10
791,My depression can get so bad that I experience psychosis,Bipolar,56,my depression can get so bad that i experience psychosis,10
792,I have a hard time with tasks that have multiple steps,ADHD,54,i have a hard time with tasks that have multiple steps,11
793,"I feel like the trauma was my fault, even though I know it wasn't",PTSD,63,i feel like the trauma was my fault even though i know it wasnt,14
794,"I have to count things in my environment, like ceiling tiles or cars",OCD,67,i have to count things in my environment like ceiling tiles or cars,13
795,I have unexplained physical symptoms like headaches and body aches,Depression,66,i have unexplained physical symptoms like headaches and body aches,10
796,"I get overwhelmed by sensory input, like loud noises and bright lights",Anxiety,69,i get overwhelmed by sensory input like loud noises and bright lights,12
797,I feel grateful for the simple pleasures of life,Normal,48,i feel grateful for the simple pleasures of life,9
798,My family has pointed out my erratic and impulsive behavior,Bipolar,59,my family has pointed out my erratic and impulsive behavior,10
799,I have poor working memory and forget instructions immediately,ADHD,62,i have poor working memory and forget instructions immediately,9
800,I feel like I can never be my old self again,PTSD,44,i feel like i can never be my old self again,11
801,I have a fear of being contaminated by thoughts as well as germs,OCD,64,i have a fear of being contaminated by thoughts as well as germs,13
802,I feel like I'm wearing a lead vest all the time,Depression,47,i feel like im wearing a lead vest all the time,11
803,My mind is a whirlwind of worst-case scenarios,Anxiety,45,my mind is a whirlwind of worstcase scenarios,8
804,"I feel calm and collected, even in stressful situations",Normal,54,i feel calm and collected even in stressful situations,9
805,I feel like I'm invincible and can't be harmed during my highs,Bipolar,60,i feel like im invincible and cant be harmed during my highs,12
806,I'm often called 'lazy' or 'unmotivated' but it's not true,ADHD,52,im often called lazy or unmotivated but its not true,10
807,I feel like my future has been stolen from me,PTSD,45,i feel like my future has been stolen from me,10
808,"I have to repeat actions until they feel 'just right,' which can take hours",OCD,72,i have to repeat actions until they feel just right which can take hours,14
809,I feel like I'm on the outside looking in on my own life,Depression,55,i feel like im on the outside looking in on my own life,13
810,"I experience intense depersonalization, feeling detached from myself",Anxiety,67,i experience intense depersonalization feeling detached from myself,8
811,I'm feeling very content and satisfied with my relationships,Normal,59,im feeling very content and satisfied with my relationships,9
812,My depressive episodes leave me feeling suicidal and hopeless,Bipolar,61,my depressive episodes leave me feeling suicidal and hopeless,9
813,I can be very blunt and tactless without meaning to be,ADHD,54,i can be very blunt and tactless without meaning to be,11
814,I feel like I aged 20 years on the day of the trauma,PTSD,49,i feel like i aged years on the day of the trauma,12
815,I have a need for everything to be clean and sterile,OCD,52,i have a need for everything to be clean and sterile,11
816,I have a constant feeling of being 'on edge' and irritable,Depression,56,i have a constant feeling of being on edge and irritable,11
817,"I have an irrational fear of being trapped, like in an elevator",Anxiety,62,i have an irrational fear of being trapped like in an elevator,12
818,I feel like I'm making positive changes in my life,Normal,49,i feel like im making positive changes in my life,10
819,I'm either extremely productive or can't get out of bed for days,Bipolar,62,im either extremely productive or cant get out of bed for days,12
820,I have a low frustration tolerance and a quick temper,ADHD,53,i have a low frustration tolerance and a quick temper,10
821,I am hyper-aware of my surroundings to an exhausting degree,PTSD,58,i am hyperaware of my surroundings to an exhausting degree,10
822,I have to arrange my clothes by color and type,OCD,46,i have to arrange my clothes by color and type,10
823,I'm having thoughts that I would be better off dead,Depression,50,im having thoughts that i would be better off dead,10
824,I'm so worried about the future that I can't enjoy the present,Anxiety,60,im so worried about the future that i cant enjoy the present,12
825,I feel a sense of optimism that I haven't had in a long time,Normal,59,i feel a sense of optimism that i havent had in a long time,14
826,My judgment becomes severely impaired when I'm manic,Bipolar,51,my judgment becomes severely impaired when im manic,8
827,I have a hard time following through on my commitments,ADHD,54,i have a hard time following through on my commitments,10
828,I feel like I'm living in a different reality from everyone else,PTSD,63,i feel like im living in a different reality from everyone else,12
829,I have a fear of leaving my house alone,OCD,39,i have a fear of leaving my house alone,9
830,I feel like I'm in a fog that I can't think my way out of,Depression,55,i feel like im in a fog that i cant think my way out of,15
831,I am terrified of what other people think of me,Anxiety,47,i am terrified of what other people think of me,10
832,I feel like I have a good handle on my life right now,Normal,53,i feel like i have a good handle on my life right now,13
833,I feel like I'm moving in fast-forward while everyone else is in slow-motion,Bipolar,73,i feel like im moving in fastforward while everyone else is in slowmotion,13
834,I often tune out during long meetings or lectures,ADHD,49,i often tune out during long meetings or lectures,9
835,I have a very strong startle response to unexpected noises,PTSD,58,i have a very strong startle response to unexpected noises,10
836,I need to know the exact details of a plan or I get very anxious,OCD,64,i need to know the exact details of a plan or i get very anxious,15
837,I feel like I'm a shell of my former self,Depression,40,i feel like im a shell of my former self,10
838,I have a fear of losing control in front of other people,Anxiety,56,i have a fear of losing control in front of other people,12
839,I am feeling very peaceful and it's a welcome change,Normal,51,i am feeling very peaceful and its a welcome change,10
840,I can go from being the most talkative person in the room to mute,Bipolar,65,i can go from being the most talkative person in the room to mute,14
841,I have a hard time with boredom and am always seeking excitement,ADHD,64,i have a hard time with boredom and am always seeking excitement,12
842,I'm having trouble sleeping because of intrusive thoughts about the trauma,PTSD,73,im having trouble sleeping because of intrusive thoughts about the trauma,11
843,I have a fear of using public restrooms,OCD,39,i have a fear of using public restrooms,8
844,I feel like I'm running on empty all the time,Depression,44,i feel like im running on empty all the time,10
845,"I'm having chest pains and I'm scared it's a heart attack, but it's just anxiety",Anxiety,75,im having chest pains and im scared its a heart attack but its just anxiety,15
846,I feel confident and self-assured in my decisions,Normal,48,i feel confident and selfassured in my decisions,8
847,I can feel a manic episode coming on like an approaching storm,Bipolar,62,i can feel a manic episode coming on like an approaching storm,12
848,"I have a tendency to hyper-focus on things I find interesting, to the exclusion of all else",ADHD,89,i have a tendency to hyperfocus on things i find interesting to the exclusion of all else,17
849,I feel like I'm fundamentally flawed because of what happened to me,PTSD,66,i feel like im fundamentally flawed because of what happened to me,12
850,I have to wash my hands a certain number of times before I can eat,OCD,66,i have to wash my hands a certain number of times before i can eat,15
851,I have a hard time feeling any positive emotions at all,Depression,55,i have a hard time feeling any positive emotions at all,11
852,I feel like my brain has been hijacked by my worries,Anxiety,52,i feel like my brain has been hijacked by my worries,11
853,I feel like I am in a really good headspace today,Normal,49,i feel like i am in a really good headspace today,11
854,The depressive crash after a manic high is devastating,Bipolar,54,the depressive crash after a manic high is devastating,9
855,"I struggle with time blindness, often underestimating how long things take",ADHD,73,i struggle with time blindness often underestimating how long things take,11
856,I'm having flashbacks that are so vivid they feel real,PTSD,53,im having flashbacks that are so vivid they feel real,10
857,"I'm afraid that my house will burn down, so I check the smoke detectors daily",OCD,75,im afraid that my house will burn down so i check the smoke detectors daily,15
858,I feel like I'm just going through the motions of living,Depression,55,i feel like im just going through the motions of living,11
859,I'm having trouble making decisions because I'm scared of making the wrong one,Anxiety,76,im having trouble making decisions because im scared of making the wrong one,13
860,I feel a sense of pride in the work I've done,Normal,44,i feel a sense of pride in the work ive done,11
861,My thoughts are so rapid and disorganized that I can't articulate them,Bipolar,69,my thoughts are so rapid and disorganized that i cant articulate them,12
862,I have a hard time with unstructured time and get bored easily,ADHD,62,i have a hard time with unstructured time and get bored easily,12
863,I feel like I can't connect with people who haven't been through what I have,PTSD,74,i feel like i cant connect with people who havent been through what i have,15
864,I have to have all my things perfectly organized or I can't concentrate,OCD,70,i have to have all my things perfectly organized or i cant concentrate,13
865,"I feel like I'm at the bottom of a deep, dark pit",Depression,47,i feel like im at the bottom of a deep dark pit,12
866,I'm having difficulty sleeping because I can't turn off my anxious thoughts,Anxiety,73,im having difficulty sleeping because i cant turn off my anxious thoughts,12
867,I feel like I'm on an even keel emotionally,Normal,42,i feel like im on an even keel emotionally,9
868,"My confidence soars during a hypomanic phase, and I feel unstoppable",Bipolar,67,my confidence soars during a hypomanic phase and i feel unstoppable,11
869,I often interrupt others because I'm afraid I'll forget what I want to say,ADHD,72,i often interrupt others because im afraid ill forget what i want to say,14
870,I am constantly tense and preparing for the worst,PTSD,49,i am constantly tense and preparing for the worst,9
871,I have a routine that I must follow exactly every day or I feel intense anxiety,OCD,79,i have a routine that i must follow exactly every day or i feel intense anxiety,16
872,I feel like I'm living in a black and white movie,Depression,48,i feel like im living in a black and white movie,11
873,I am so stressed that I am experiencing hair loss,Anxiety,49,i am so stressed that i am experiencing hair loss,10
874,I feel like my life is full of possibilities,Normal,44,i feel like my life is full of possibilities,9
875,I can go from laughing hysterically to sobbing in a short period,Bipolar,64,i can go from laughing hysterically to sobbing in a short period,12
876,I have a poor sense of direction and get lost easily,ADHD,52,i have a poor sense of direction and get lost easily,11
